Name,Sex,Age,Height,Team,NOC,Games,Year,Season,City,Sport,Medal,Event
WOOD Alyce,F,29.0,182.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
WOOD Chris,M,30.0,191.0,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Football,,
WOOD Gabriella,F,24.0,,Trinidad and Tobago,TTO,Tokyo 2020,2020,Summer,Tokyo,Judo,,
WOOD Jordan,M,27.0,182.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
WOOD Oliver,M,26.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
WOODGATE James,M,19.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Archery,,
WOODHEAD Dylan,M,23.0,200.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WOODRUFF Gianna,F,28.0,,Panama,PAN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WOODS Kimberley,F,26.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Canoe Slalom,,
WOODS Michael,M,35.0,175.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
WOODS Nic,M,26.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WOOLLEY Jack,M,23.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Taekwondo,,
WOOLLEY Kieran,M,18.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Skateboarding,,
WORRACK Trixi,F,40.0,160.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
WORTH Taylor,M,30.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Archery,,
WORTMANN Amelie,F,25.0,172.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WOUD Michael,M,22.0,196.0,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Football,,
WOZNIAK Dagmara,F,33.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
WRABER Luka,M,31.0,178.0,Austria,AUT,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
WRAY Shalysa,F,22.0,,Cayman Islands,CAY,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WRIGHT Alex,M,31.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WRIGHT Andwuelle,M,24.0,,Trinidad and Tobago,TTO,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WRIGHT Chad,M,30.0,,Jamaica,JAM,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WRIGHT Claire,F,27.0,178.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WRIGHT Emma,F,25.0,180.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WRIGHT Zion,M,22.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Skateboarding,,
WROBEL David,M,30.0,,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WRZESIEN Jowita Maria,F,28.0,,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
WU Ashun,M,36.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Golf,,
WU Chia-Ying,F,29.0,155.0,Chinese Taipei,TPE,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
WU Felipe Almeida,M,29.0,,Brazil,BRA,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
WU Haiyan,F,28.0,166.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
WU Jiaxin,F,24.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Archery,,
WU Jingyu,F,34.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Taekwondo,,
WU Josephine,F,26.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
WU Juan,F,22.0,172.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
WU Qingfeng,F,18.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WU Ruiting,M,26.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WU Shih-Yi,F,23.0,,Chinese Taipei,TPE,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
WU Tongtong,F,27.0,175.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
WU Zhiqiang,M,27.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WUBBEN-MOY Lotte,F,22.0,178.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Football,,
WUKIE Jacob,M,35.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Archery,,
WUNRAM Finnia,F,26.0,166.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Marathon Swimming,,
WURIGUMULA,F,25.0,167.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
WYSE Joshua,M,20.0,,Sierra Leone,SLE,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
XAMMAR Jordi,,,,Spain,ESP,Tokyo 2020,2020,Summer,Tokyo,,,
XIA Xinyi,F,24.0,182.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Beach Volleyball,,
XIAO Maria,F,27.0,,Spain,ESP,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
XIAO Yuyi,F,25.0,165.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
XIE Wenjun,M,31.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
XIE Zhenye,M,28.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
XIMENES BELO Imelda,F,23.0,,Timor-Leste,TLS,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
XIN Xin,F,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Marathon Swimming,,
XIONG Dunhan,F,23.0,179.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
XIONG Yaxuan,F,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
XU Anqi,F,29.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
XU Chao,M,27.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
XU Huiqin,F,28.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
XU Shiyan,F,24.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Judo,,
XU Shuangshuang,F,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
XU Wenyu,F,26.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
XU Xiaoyan,F,23.0,167.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
XU Yanshu,F,23.0,171.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rhythmic Gymnastics,,
XU Yifan,F,33.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Tennis,,
XU Yingming,M,29.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
XU Zangjun,M,29.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
XUE Chen,F,32.0,191.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Beach Volleyball,,
YAGI Kanae,F,29.0,153.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
YAHIRO Tsuneari,M,34.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Karate,,
YAHIYA Muhammed Anas,M,27.0,,India,IND,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAKHCHALIDEHKORDI Behnam,M,26.0,191.0,Islamic Republic of Iran,IRI,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
YAKOVLEV Vladislav,M,28.0,,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
YAKURA Nyl,M,28.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
YAKUSHEVSKIY Pavel,M,34.0,173.0,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
YALLOP Tameka,F,30.0,160.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Football,,
YAMADA Aki,F,29.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
YAMADA Jessica,F,32.0,,Brazil,BRA,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
YAMADA Miyu,F,28.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Taekwondo,,
YAMADA Nichika,F,21.0,184.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
YAMADA Satoko,F,26.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
YAMADA Shota,M,27.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
YAMAGATA Ryota,M,29.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAMAGUCHI Akane,F,24.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
YAMAGUCHI Kosei,M,30.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAMAMOTO Kohei,M,36.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Cycling Mountain Bike,,
YAMAMOTO Mai,F,22.0,165.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,3x3 Basketball,,
YAMAMOTO Minori,F,24.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
YAMAMOTO Seito,M,29.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAMAMOTO Tomohiro,M,27.0,171.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
YAMAMOTO Toshiki,M,30.0,171.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
YAMANAKA Mio,F,26.0,157.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
YAMANAKA Yuno,F,21.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAMASAKI Erika Yuriko Iris,F,34.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
YAMASAKI Koji,M,25.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
YAMASHITA Ayaka,F,26.0,170.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Football,,
YAMASHITA Jun,M,24.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAMASHITA Manabu,M,32.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
YAMAUCHI Akihiro,M,28.0,204.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
YAMAUCHI Azusa,F,23.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Archery,,
YAMAUCHI Hiromu,M,22.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAMAZAKI Anna,F,22.0,164.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
YAN Haibin,M,18.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAN Meiling,F,24.0,163.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
YAN Ni,F,34.0,192.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
YAN Peng,M,25.0,198.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,3x3 Basketball,,
YAN Xin,M,33.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
YANAGIMOTO Konosuke,M,18.0,182.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
YANAGISAWA Akane,F,23.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Artistic Swimming,,
YANAGITA Hiroki,M,18.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YANG Brian,M,20.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
YANG Chun-Han,M,24.0,,Chinese Taipei,TPE,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YANG Euiji,M,34.0,180.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
YANG Feifei,F,24.0,163.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
YANG Hakseon,M,29.0,160.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
YANG Hengyu,F,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
YANG Hyo Jin,F,32.0,190.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
YANG Jiayu,F,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YANG Junxia,F,32.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Judo,,
YANG Kun-Pi,M,23.0,186.0,Chinese Taipei,TPE,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
YANG Lina,F,27.0,173.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
YANG Liwei,F,26.0,176.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
YANG Man,F,26.0,186.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
YANG Min,F,27.0,180.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
YANG Qianyu,F,28.0,,"Hong Kong, China",HKG,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
YANG Shaohui,M,29.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YANG Xiaolei,F,21.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Archery,,
YANG Xiaoxin,F,33.0,,Monaco,MON,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
YANG Xiaoxu,M,25.0,188.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
YANG Xuezhe,M,24.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
YANG Zhaoxuan,F,26.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Tennis,,
YANGPAIBOON Naphaswan,F,33.0,164.0,Thailand,THA,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
YANITSAS Lea,F,32.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
YANKURIJE Marthe,F,27.0,,Rwanda,RWA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAO Bianwa,F,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Cycling Mountain Bike,,
YAO Di,F,29.0,182.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
YARIGO Noelie,F,36.0,,Benin,BEN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YARMOLENKA Karyna,F,21.0,170.0,Belarus,BLR,Tokyo 2020,2020,Summer,Tokyo,Rhythmic Gymnastics,,
YARUR Virginia,F,55.0,,Chile,CHI,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
YASEEN Taha Hussein,M,23.0,,Iraq,IRQ,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YASTREMSKA Dayana,F,21.0,175.0,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Tennis,,
YASUNAGA Mashiro,F,22.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Artistic Swimming,,
YASUOKA Ryuto,M,26.0,188.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,3x3 Basketball,,
YATES Adam,M,29.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
YATES Simon Philip,,,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,,,
YAVI Winfred Mutile,F,22.0,,Bahrain,BRN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YAYLYAN Izabella,F,26.0,,Armenia,ARM,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
YAZAWA Aki,F,30.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Canoe Slalom,,
YCART CANAL Clara,F,22.0,160.0,Spain,ESP,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
YEARGIN Nicole,F,24.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YEBOAH Emmanuel,M,24.0,,Ghana,GHA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YEE Regan,F,26.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YEE Sally,F,20.0,,Fiji,FIJ,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
YEGNONG NJIEYO Maxime,M,27.0,,Cameroon,CMR,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
YEGO Julius,M,32.0,,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YELISTRATOVA Yuliya,F,33.0,,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Triathlon,,
YEMELYANOV Sergey,M,26.0,180.0,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
YEMELYANOV Timofey,M,28.0,180.0,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
YEO Jia Min,F,22.0,,Singapore,SGP,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
YEPEZ GUZMAN Lucia Yamileth,F,20.0,,Ecuador,ECU,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
YERGALI Alisher,M,22.0,,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
YEUM Hye Seon,F,30.0,176.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
YEUNG Jamie Zhen Mei,F,24.0,,"Hong Kong, China",HKG,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
YI Xudi,M,28.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
YIGIT Neslihan,F,27.0,178.0,Turkey,TUR,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
YILDIRIM Rukiye,F,30.0,166.0,Turkey,TUR,Tokyo 2020,2020,Summer,Tokyo,Taekwondo,,
YILDIZ Esra,F,24.0,,Turkey,TUR,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
YIMER Zeineba,F,23.0,,Ethiopia,ETH,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YIN Mengdie,F,24.0,176.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
YIP Alannah,F,28.0,164.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Sport Climbing,,
YODER Alec,,,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,,,
YOKOSHIMA Aya,F,31.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Handball,,
YONAMINE Eri,F,30.0,161.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
YONDONPERENLEI Baskhuu,M,28.0,,Mongolia,MGL,Tokyo 2020,2020,Summer,Tokyo,Judo,,
YONG Yvette,F,31.0,157.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Taekwondo,,
YOON Hyunji,F,27.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Judo,,
YOON Yebin,F,24.0,180.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
YOSHIDA Kento,M,29.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
YOSHIDA Maya,M,33.0,189.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Football,,
YOSHIDA Megumu,F,26.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Artistic Swimming,,
YOSHIDA Shuichi,M,20.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Handball,,
YOSHIDA Takuma,M,27.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
YOSHIKAWA Takashi,M,27.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
YOSHINO Tatsuki,M,27.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Handball,,
YOSHIOKA Dai,M,36.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
YOSHIOKA Miho,F,31.0,177.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
YOUNG Alex,M,27.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YOUNG Alison,F,34.0,181.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
YOUNG Charokee,F,21.0,173.0,Jamaica,JAM,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YOUNG Katrina,F,29.0,163.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Diving,,
YOUNG Robyn,F,21.0,,Eswatini,SWZ,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
YOUNGER Aaron,M,30.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
YOUSOFI Kimia,F,25.0,,Afghanistan,AFG,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
YOUSSIFOU Laila,F,25.0,,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
YOVARI Mahdi,M,24.0,172.0,Afghanistan,AFG,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
YU Dongju,M,28.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
YU Fu,F,43.0,,Portugal,POR,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
YU Haicheng,M,23.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
YU Hexin,M,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
YU Jingyao,F,22.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
YU Liping,F,28.0,168.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
YU Liyan,F,21.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
YU Mengyu,F,32.0,,Singapore,SGP,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
YU Xiaoming,F,28.0,167.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
YU Yiting,F,16.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
YUAN Jia Nan,F,36.0,,France,FRA,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
YUAN Xinyue,F,25.0,200.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
YUAN Yechun,M,24.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Golf,,
YUDENKOV Yevgen,M,28.0,167.0,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
YUDIN Andrey,M,25.0,175.0,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Trampoline Gymnastics,,
YULDASHEV Daniyar,M,25.0,,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,Karate,,
YULO Carlos Edriel,M,21.0,148.0,Philippines,PHI,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
YUMBA Naomie,F,22.0,,Democratic Republic of the Congo,COD,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
YUNUSOVA Shakhnoza,F,22.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
YURENIA Aleh,M,31.0,188.0,Belarus,BLR,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
YURIICHUK Yuliia,F,23.0,172.0,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
YURKOV Yuriy,M,38.0,,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
YUSOF Eddy,M,27.0,165.0,Switzerland,SUI,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
YUSUF ABDULLA Noor,F,16.0,,Bahrain,BRN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
ZABELINSKAYA Olga,F,41.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
ZABUZHENKO Eduard,M,23.0,,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
ZACHAUS Stefan,M,31.0,,Luxembourg,LUX,Tokyo 2020,2020,Summer,Tokyo,Triathlon,,
ZAGAINOVA Diana,F,24.0,,Lithuania,LTU,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
ZAGRE Anne,F,31.0,,Belgium,BEL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
ZAGUNIS Mariel,F,36.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
ZAHER Ahmed,M,32.0,,Egypt,EGY,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
ZAHI Carolle,F,27.0,,France,FRA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
ZAJAC Thomas,M,36.0,180.0,Austria,AUT,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
ZAKALNYTSKYY Maryan,M,27.0,,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
ZAKARIN Ilnur,M,32.0,188.0,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
ZAKELJ Tanja,F,33.0,159.0,Slovenia,SLO,Tokyo 2020,2020,Summer,Tokyo,Cycling Mountain Bike,,
ZAKHAROV Artyom,M,30.0,,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
ZALEWSKI Aran,,,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,,,
ZAMMIT STEVENS Yasmin,F,28.0,,Malta,MLT,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
ZAMOJSKI Przemyslaw,M,35.0,194.0,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,3x3 Basketball,,
ZAMORA Daniela,F,31.0,167.0,Chile,CHI,Tokyo 2020,2020,Summer,Tokyo,Football,,
ZAMORANO SANZ Africa,F,23.0,,Spain,ESP,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
ZANELLATO Rafaela,F,22.0,162.0,Brazil,BRA,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
