Country,Year,Medal,Participation_own_country,Soviet_past,AthletesNumber,Population,GDP_per_capita,Urban Population(%)
Gabon,2004,0,0,0,5,1417110.0,5483.144574671642,81.778
Gabon,2008,0,0,0,4,1599978.0,9732.22653332602,84.359
Gabon,2012,1,0,0,21,1836705.0,9348.514876400564,86.634
Gabon,2016,0,0,0,6,2086206.0,6722.198222690617,88.559
Gabon,2020,0,0,0,5,2292573.0,6680.08266467746,90.092
Gambia,2000,0,0,0,2,1437539.0,544.6209611076013,47.868
Gambia,2004,0,0,0,2,1612225.0,596.6292864975056,51.288
Gambia,2008,0,0,0,3,1820542.0,857.8582398704563,54.211
Gambia,2012,0,0,0,2,2061014.0,686.5575577197486,57.105
Gambia,2016,0,0,0,4,2317206.0,640.676265282983,59.918
Gambia,2020,0,0,0,4,2573995.0,704.0304628372199,62.582
Georgia,2000,6,0,1,36,4077131.0,749.9085349939602,52.638
Georgia,2004,4,0,1,32,3927340.0,1305.0474855720768,53.218
Georgia,2008,6,0,1,35,3848449.0,3324.7537205015055,54.765
Georgia,2012,7,0,1,34,3728874.0,4421.930711903996,56.303
Georgia,2016,7,0,1,40,3727505.0,4062.1269783861326,57.837
Georgia,2020,8,0,1,35,3722716.0,4255.742993212536,59.453
Germany,2000,56,0,0,422,82211508.0,23694.760483067286,74.965
Germany,2004,49,0,0,441,82516260.0,34106.65812240012,75.779
Germany,2008,41,0,0,420,82110097.0,45612.71062214419,76.575
Germany,2012,44,0,0,383,80425823.0,43855.85446586179,77.17
Germany,2016,42,0,0,418,82348669.0,42136.120790799054,77.224
Germany,2020,37,0,0,403,83160871.0,46749.47622800163,77.453
Ghana,2000,0,0,0,22,19665502.0,253.3802931757608,43.929
Ghana,2004,0,0,0,26,21906444.0,405.42490176471904,46.63
Ghana,2008,0,0,0,9,24326087.0,1178.9558773292597,49.351
Ghana,2012,0,0,0,7,26858762.0,1536.61963499859,52.073
Ghana,2016,0,0,0,13,29554303.0,1900.3976744447634,54.749
Ghana,2020,1,0,0,13,32180401.0,2176.5762180423885,57.349
Greece,2000,13,0,0,140,10805808.0,12072.929356919538,72.716
Greece,2004,16,1,0,426,10955141.0,21995.477943745955,74.073
Greece,2008,4,0,0,152,11077841.0,32127.983194328663,75.568
Greece,2012,2,0,0,102,11045011.0,21912.998287951727,77.004
Greece,2016,6,0,0,92,10775971.0,17923.96681347166,78.387
Greece,2020,4,0,0,79,10698599.0,17617.291505701356,79.715
Grenada,2000,0,0,0,3,107432.0,4840.68406406257,35.698
Grenada,2004,0,0,0,5,109516.0,5470.603314516536,35.901
Grenada,2008,0,0,0,9,112478.0,7343.44526962639,35.877
Grenada,2012,1,0,0,8,115912.0,6900.76507593244,35.869
Grenada,2016,1,0,0,6,119966.0,8849.513535007753,36.072
Grenada,2020,1,0,0,6,123663.0,8437.536782312494,36.537
Guam,2000,0,0,0,7,160188.0,,93.129
Guam,2004,0,0,0,4,164004.0,23590.88802712129,93.534
Guam,2008,0,0,0,6,164725.0,28277.43208377599,93.916
Guam,2012,0,0,0,8,166392.0,31642.14625703159,94.277
Guam,2016,0,0,0,5,168346.0,35052.80790752379,94.617
Guam,2020,0,0,0,4,169231.0,34780.86166246137,94.938
Guatemala,2000,0,0,0,15,11589761.0,1664.3077480243812,45.332
Guatemala,2004,0,0,0,18,12682108.0,1859.0992991588703,46.616
Guatemala,2008,0,0,0,12,13739299.0,2802.4515824509385,47.807
Guatemala,2012,1,0,0,19,14781942.0,3355.034777374062,49.0
Guatemala,2016,0,0,0,21,15827690.0,4173.281348636624,50.319
Guatemala,2020,0,0,0,24,16858333.0,4609.897257528689,51.836
Guinea,2000,0,0,0,6,8336967.0,359.28667001827404,30.869
Guinea,2004,0,0,0,3,8961039.0,405.69605976043846,31.977
Guinea,2008,0,0,0,5,9779785.0,712.0994160767124,33.106
Guinea,2012,0,0,0,4,10788692.0,707.9676781990032,34.255
Guinea,2016,0,0,0,5,11930985.0,720.4732551726458,35.46
Guinea,2020,0,0,0,5,13205153.0,1073.659339001396,36.875
Guinea-Bissau,2000,0,0,0,3,1230849.0,301.49557098390545,36.243
Guinea-Bissau,2004,0,0,0,3,1347009.0,394.99579795170115,37.772
Guinea-Bissau,2008,0,0,0,3,1488431.0,583.2683059377513,39.325
Guinea-Bissau,2012,0,0,0,4,1652717.0,598.5726262482578,40.908
Guinea-Bissau,2016,0,0,0,5,1834552.0,642.6663900869314,42.533
Guinea-Bissau,2020,0,0,0,4,2015828.0,710.2581329782204,44.196
Guyana,2000,0,0,0,4,759051.0,938.8932979832871,28.694
Guyana,2004,0,0,0,4,760424.0,1036.0198773103466,28.064
Guyana,2008,0,0,0,4,754150.0,4011.386903582006,27.105
Guyana,2012,0,0,0,6,743966.0,5461.3900847126215,26.4
Guyana,2016,0,0,0,6,759087.0,5905.380195632042,26.482
Guyana,2020,0,0,0,7,797202.0,6863.074345930166,26.786
Haiti,2000,0,0,0,5,8360225.0,814.9979197010666,35.6
Haiti,2004,0,0,0,8,8961489.0,679.2800543105225,41.679
Haiti,2008,0,0,0,7,9575247.0,1089.576355013954,45.551
Haiti,2012,0,0,0,5,10108539.0,1356.17277659459,49.477
Haiti,2016,0,0,0,10,10713849.0,1313.1860951670963,53.396
Haiti,2020,0,0,0,6,11306801.0,1283.1412278593918,57.088
Honduras,2000,0,0,0,20,6656725.0,1079.6056663086954,45.458
Honduras,2004,0,0,0,5,7383407.0,1201.2475046191682,47.927
Honduras,2008,0,0,0,25,8101777.0,1713.418164403513,50.566
Honduras,2012,0,0,0,25,8792367.0,2107.3454278659547,53.202
Honduras,2016,0,0,0,23,9460798.0,2295.536270004232,55.813
Honduras,2020,0,0,0,27,10121763.0,2354.1214338730715,58.359
Hong Kong,2000,0,0,0,31,6665000.0,25756.772872370442,100.0
Hong Kong,2004,1,0,0,32,6783500.0,24928.100372255176,100.0
Hong Kong,2008,0,0,0,34,6957800.0,31515.529210344364,100.0
Hong Kong,2012,1,0,0,41,7150100.0,36730.79619581502,100.0
Hong Kong,2016,0,0,0,37,7336600.0,43734.19807029987,100.0
Hong Kong,2020,6,0,0,43,7481000.0,46109.22999466087,100.0
Hungary,2000,17,0,0,178,10210971.0,4624.281656702952,64.575
Hungary,2004,17,0,0,208,10107146.0,10301.703394674323,65.896
Hungary,2008,10,0,0,170,10038188.0,15772.330083938255,67.943
Hungary,2012,18,0,0,151,9920362.0,12984.836573013365,69.678
Hungary,2016,15,0,0,153,9814023.0,13104.699545745818,70.779
Hungary,2020,20,0,0,170,9750149.0,16125.609408540731,71.942
Iceland,2000,1,0,0,18,281205.0,32096.37226136954,92.401
Iceland,2004,0,0,0,26,292074.0,47334.93065377233,92.914
Iceland,2008,1,0,0,27,317414.0,56943.370446856476,93.395
Iceland,2012,0,0,0,27,320716.0,45995.547878946796,93.6
Iceland,2016,0,0,0,8,335439.0,61987.926362028265,93.735
Iceland,2020,0,0,0,3,366463.0,58848.41812446004,93.898
India,2000,1,0,0,65,1059633675.0,442.0347789114979,27.667
India,2004,1,0,0,73,1136264583.0,624.1050943816903,28.903
India,2008,3,0,0,53,1206734806.0,993.503405266509,30.246
India,2012,6,0,0,81,1274487215.0,1434.017987216286,31.634
India,2016,2,0,0,112,1338636340.0,1714.279537400389,33.182
India,2020,7,0,0,120,1396387127.0,1913.2197327875108,34.926
Indonesia,2000,6,0,0,47,214072421.0,770.8653515802953,42.002
Indonesia,2004,4,0,0,38,225938595.0,1136.7552112796488,45.149
Indonesia,2008,5,0,0,24,237936543.0,2144.3895441928735,48.335
Indonesia,2012,2,0,0,22,250222695.0,3668.212083370971,51.276
Indonesia,2016,3,0,0,28,261850182.0,3558.8188517573685,53.989
Indonesia,2020,5,0,0,26,271857970.0,3895.6181520022383,56.641
Iran,2000,4,0,0,33,65544383.0,1672.0228764901335,64.042
Iran,2004,6,0,0,37,69061674.0,2751.793041736376,66.869
Iran,2008,2,0,0,54,73318394.0,5623.911680932277,69.458
Iran,2012,12,0,0,52,77324451.0,8329.002066648762,71.755
Iran,2016,8,0,0,63,83306231.0,5497.243232546986,73.88
Iran,2020,7,0,0,65,87290193.0,2746.4194831795594,75.874
Iraq,2000,0,0,0,4,24628858.0,1963.7228386271543,68.496
Iraq,2004,0,0,0,24,27858948.0,1314.7625589474162,68.712
Iraq,2008,0,0,0,4,29218381.0,4504.50809414269,68.927
Iraq,2012,0,0,0,8,33864447.0,6437.503076240726,69.432
Iraq,2016,0,0,0,20,38697943.0,4305.202701546307,70.094
Iraq,2020,0,0,0,3,42556984.0,4251.3372527280835,70.893
Ireland,2000,1,0,0,64,3805174.0,26334.567205050018,59.155
Ireland,2004,0,0,0,46,4070262.0,47754.2023194244,60.202
Ireland,2008,3,0,0,55,4489544.0,61353.10656295227,61.141
Ireland,2012,5,0,0,64,4599533.0,48943.82064595602,61.942
Ireland,2016,2,0,0,76,4755335.0,62784.06568756944,62.737
Ireland,2020,4,0,0,118,4985382.0,85973.08848755,63.653
Israel,2000,1,0,0,39,6289000.0,21630.74760878868,91.203
Israel,2004,2,0,0,36,6809000.0,20557.07862700294,91.456
Israel,2008,1,0,0,43,7308800.0,30173.361593885587,91.702
Israel,2012,0,0,0,37,7910500.0,33156.22831576373,91.96
Israel,2016,2,0,0,47,8546000.0,37690.47395118594,92.256
Israel,2020,4,0,0,89,9215100.0,44846.79159548155,92.587
Italy,2000,34,0,0,361,56942108.0,20137.59122176738,67.222
Italy,2004,32,0,0,364,57685327.0,31317.200794329554,67.62
Italy,2008,27,0,0,333,58826731.0,40944.91241946777,68.092
Italy,2012,28,0,0,281,59539717.0,35051.52126977023,68.684
Italy,2016,28,0,0,309,60627498.0,30960.73150889024,69.855
Italy,2020,40,0,0,376,59438851.0,31922.919162618233,71.039
Jamaica,2000,9,0,0,48,2612205.0,3447.303896489759,51.814
Jamaica,2004,5,0,0,47,2664024.0,3819.284230903175,52.625
Jamaica,2008,9,0,0,50,2711373.0,5056.25803606977,53.371
Jamaica,2012,12,0,0,45,2759817.0,5365.242172045574,54.132
Jamaica,2016,11,0,0,56,2802695.0,5022.700191825332,55.098
Jamaica,2020,9,0,0,61,2820436.0,4897.264750346542,56.311
Japan,2000,18,0,0,266,126843000.0,39169.359570150424,78.649
Japan,2004,37,0,0,305,127761000.0,38298.98017123034,84.64
Japan,2008,25,0,0,332,128063000.0,39876.303968572494,89.103
Japan,2012,38,0,0,291,127629000.0,49145.28043081925,91.148
Japan,2016,41,0,0,335,127076000.0,39375.47316207813,91.457
Japan,2020,57,1,0,598,126261000.0,40040.7655055923,91.782
Jordan,2000,0,0,0,8,5056174.0,1673.3581251064343,78.27
Jordan,2004,0,0,0,8,5532423.0,2062.695970473516,78.321
Jordan,2008,0,0,0,7,6632873.0,3416.123901261218,83.692
Jordan,2012,0,0,0,9,7211863.0,4386.461818553791,88.185
Jordan,2016,1,0,0,8,9964656.0,4003.4047464117775,90.506
Jordan,2020,2,0,0,14,10928721.0,3998.673138292358,91.418
Kazakhstan,2000,7,0,1,130,14883626.0,1229.0009613272732,56.098
Kazakhstan,2004,8,0,1,114,15012984.0,2874.2884827299886,56.39
Kazakhstan,2008,13,0,1,130,15776938.0,8458.019474500185,56.682
Kazakhstan,2012,13,0,1,113,16792090.0,12386.69926529628,56.973
Kazakhstan,2016,18,0,1,101,17794055.0,7714.841843760234,57.264
Kazakhstan,2020,8,0,1,95,18755666.0,9121.636409041566,57.671
Kenya,2000,7,0,0,56,30851606.0,411.8213521138705,19.892
Kenya,2004,7,0,0,46,34791836.0,462.6182157744305,21.31
Kenya,2008,15,0,0,46,39186895.0,915.998915654065,22.8
Kenya,2012,11,0,0,47,43725806.0,1289.7807914982218,24.376
Kenya,2016,13,0,0,79,47894670.0,1562.0766186277742,26.105
Kenya,2020,10,0,0,87,51985780.0,1936.2507545437425,27.995
Kiribati,2004,0,0,0,3,96224.0,1063.8785841760996,43.532
Kiribati,2008,0,0,0,2,103966.0,1356.6474909782523,45.706
Kiribati,2012,0,0,0,3,111618.0,1698.9191243801358,49.082
Kiribati,2016,0,0,0,3,118513.0,1506.231003081071,52.45
Kiribati,2020,0,0,0,3,126463.0,1403.993852626958,55.594
"Korea, North",2000,4,0,0,31,23367059.0,,59.412
"Korea, North",2004,5,0,0,36,23948930.0,,59.727
"Korea, North",2008,6,0,0,58,24469047.0,,60.04
"Korea, North",2012,6,0,0,51,24887770.0,,60.738
"Korea, North",2016,7,0,0,30,25389611.0,,61.471
"Korea, South",2000,28,0,0,279,47008111.0,12257.020662234503,79.621
"Korea, South",2004,30,0,0,260,48082519.0,16496.13161671141,81.002
"Korea, South",2008,31,0,0,263,49054708.0,21350.427979823056,81.733
"Korea, South",2012,28,0,0,249,50199853.0,25459.16890009638,81.851
"Korea, South",2016,21,0,0,207,51217803.0,29280.440317004814,81.562
"Korea, South",2020,20,0,0,231,51836239.0,31721.29891418569,81.414
Kosovo,2016,1,0,0,8,,,
Kosovo,2020,2,0,0,11,,,
Kuwait,2000,1,0,0,29,1934901.0,19493.888049091453,99.0
Kuwait,2004,0,0,0,11,2153481.0,27601.400059072173,100.0
Kuwait,2008,0,0,0,8,2650930.0,55595.48431295922,100.0
Kuwait,2012,1,0,0,10,3394663.0,51271.06775693405,100.0
Kuwait,2020,1,0,0,10,4360444.0,24297.710802095153,100.0
Kyrgyzstan,2000,1,0,1,48,4898400.0,279.61956926093825,35.298
Kyrgyzstan,2004,0,0,1,29,5104700.0,433.23497659086723,35.292
Kyrgyzstan,2008,2,0,1,20,5318700.0,966.3938385656948,35.285
Kyrgyzstan,2012,0,0,1,14,5607200.0,1177.9752611574672,35.423
Kyrgyzstan,2016,0,0,1,19,6079500.0,1120.6670580012665,35.944
Kyrgyzstan,2020,3,0,1,16,6579900.0,1256.9292260126308,36.856
Laos,2000,0,0,0,3,5430853.0,318.77092281224145,21.977
Laos,2004,0,0,0,5,5768167.0,410.2513189828259,26.242
Laos,2008,0,0,0,4,6135861.0,887.6397349416781,28.893
Laos,2012,0,0,0,3,6508803.0,1566.0097449958464,31.264
Laos,2016,0,0,0,5,6891363.0,2309.0490761946076,33.736
Laos,2020,0,0,0,4,7319399.0,2593.355097198472,36.29
Latvia,2000,3,0,1,45,2367550.0,3361.64086880275,68.067
Latvia,2004,4,0,1,32,2263122.0,6378.666520571141,67.9
Latvia,2008,3,0,1,47,2177322.0,16467.14368794046,67.834
Latvia,2012,2,0,1,45,2034319.0,13847.337939319448,67.897
Latvia,2016,0,0,1,32,1959537.0,14331.751588504887,68.021
Latvia,2020,2,0,1,33,1900449.0,18096.202707339373,68.315
Lebanon,2000,0,0,0,6,4320642.0,3994.8611438888943,86.0
Lebanon,2004,0,0,0,5,4574797.0,4625.304246732652,86.494
Lebanon,2008,0,0,0,6,4887613.0,5957.696754115475,87.042
Lebanon,2012,0,0,0,10,5178337.0,8500.180562940302,87.636
Lebanon,2016,0,0,0,9,6258619.0,8172.299475991334,88.266
Lebanon,2020,0,0,0,6,5662923.0,5599.957522607336,88.925
Lesotho,2000,0,0,0,6,1998630.0,443.949949675926,19.548
Lesotho,2004,0,0,0,3,1985384.0,761.1810387917249,21.689
Lesotho,2008,0,0,0,5,1995014.0,885.659303242659,23.796
Lesotho,2012,0,0,0,4,2054718.0,1205.8599848100225,25.704
Lesotho,2016,0,0,0,8,2143872.0,994.2397640620662,27.317
Lesotho,2020,0,0,0,2,2254100.0,917.3563812584401,29.028
Liberia,2000,0,0,0,8,2895224.0,301.8764696617602,44.331
Liberia,2004,0,0,0,2,3122447.0,287.27469193232105,45.706
Liberia,2008,0,0,0,3,3783887.0,456.1446998813654,47.088
Liberia,2012,0,0,0,3,4331740.0,644.4555767428332,48.583
Liberia,2016,0,0,0,2,4706097.0,722.1312267894181,50.254
Liberia,2020,0,0,0,3,5087584.0,597.5296918930478,52.089
Libya,2000,0,0,0,3,5154790.0,7424.353471567221,76.387
Libya,2004,0,0,0,8,5687563.0,5823.637943405233,76.919
Libya,2008,0,0,0,6,6228370.0,13921.899234611237,77.632
Libya,2012,0,0,0,4,5869870.0,15765.419790667647,78.512
Libya,2016,0,0,0,7,6282196.0,7945.006050159641,79.54
Libya,2020,0,0,0,4,6653942.0,7034.658364332587,80.691
Liechtenstein,2000,0,0,0,2,33026.0,75210.133177591,15.13
Liechtenstein,2004,0,0,0,1,34300.0,100710.60634823382,14.795
Liechtenstein,2008,0,0,0,2,35401.0,143540.57343259116,14.574
Liechtenstein,2012,0,0,0,3,36505.0,149461.78557145983,14.367
Liechtenstein,2016,0,0,0,3,37609.0,165845.99520065196,14.303
Liechtenstein,2020,0,0,0,5,38756.0,165287.18676651176,14.416
Lithuania,2000,5,0,1,61,3499536.0,3293.2299786708577,66.986
Lithuania,2004,3,0,1,59,3377075.0,6700.3271918938135,66.646
Lithuania,2008,5,0,1,71,3198231.0,14944.996652175,66.848
Lithuania,2012,5,0,1,62,2987773.0,14367.70942487197,66.864
Lithuania,2016,4,0,1,67,2868231.0,15008.313244552583,67.366
Lithuania,2020,1,0,1,42,2794885.0,20381.855782747803,68.046
Luxembourg,2000,0,0,0,7,436300.0,48659.598875323405,84.216
Luxembourg,2004,0,0,0,10,458095.0,76544.91708684727,86.177
Luxembourg,2008,0,0,0,13,488650.0,120422.13793415697,87.8
Luxembourg,2012,0,0,0,9,530946.0,112584.67627095825,89.249
Luxembourg,2016,0,0,0,10,582014.0,106899.29354955173,90.46
Luxembourg,2020,0,0,0,12,630419.0,116905.37039685257,91.453
Macedonia,2000,1,0,0,10,2026350.0,1861.89899780644,58.548
Macedonia,2004,0,0,0,10,2032544.0,2795.897393462193,57.711
Macedonia,2008,0,0,0,7,2046898.0,4841.253660178162,57.175
Macedonia,2012,0,0,0,4,2061044.0,4728.313078506757,57.125
Macedonia,2016,0,0,0,6,2072490.0,5149.586764369093,57.563
Macedonia,2020,1,0,0,8,2072531.0,5965.450231953636,58.482
Madagascar,2000,0,0,0,11,16216431.0,285.4664632338176,27.121
Madagascar,2004,0,0,0,8,18250774.0,277.50782658828,28.211
Madagascar,2008,0,0,0,6,20513599.0,522.830621952535,30.67
Madagascar,2012,0,0,0,7,22966240.0,504.1737377101302,33.227
Madagascar,2016,0,0,0,6,25501941.0,464.6161583717098,35.856
Madagascar,2020,0,0,0,6,28225177.0,462.40422881838435,38.534
Malawi,2000,0,0,0,2,11229387.0,225.95245673945337,14.61
Malawi,2004,0,0,0,4,12411342.0,407.58899001324437,14.964
Malawi,2008,0,0,0,4,13889423.0,557.5190094084016,15.326
Malawi,2012,0,0,0,3,15581251.0,563.0615396777267,15.812
Malawi,2016,0,0,0,5,17405624.0,454.44326606524766,16.506
Malawi,2020,0,0,0,5,19377061.0,622.184591270704,17.427
Malaysia,2000,0,0,0,40,22945150.0,4087.5625934938453,61.977
Malaysia,2004,0,0,0,26,25333247.0,4924.33811126584,65.694
Malaysia,2008,1,0,0,32,27664296.0,8343.303381744614,69.225
Malaysia,2012,2,0,0,29,29660212.0,10601.510455896641,72.275
Malaysia,2016,5,0,0,32,31526418.0,9555.669593365601,74.84
Malaysia,2020,2,0,0,30,33199993.0,10164.344431072952,77.16
Maldives,2000,0,0,0,4,282507.0,2209.9882313876187,27.706
Maldives,2004,0,0,0,4,302135.0,4060.5344128136426,32.49
Maldives,2008,0,0,0,4,336883.0,6743.130962811243,35.61
Maldives,2012,0,0,0,5,387539.0,7447.415604614401,37.267
Maldives,2016,0,0,0,4,454252.0,9708.141347504776,38.954
Maldives,2020,0,0,0,4,514438.0,7216.816371109463,40.669
Mali,2000,0,0,0,5,11239101.0,263.49838424482886,28.356
Mali,2004,0,0,0,21,12751995.0,427.7173199746126,31.3
Mali,2008,0,0,0,17,14551117.0,676.1270011440043,34.403
Mali,2012,0,0,0,6,16514687.0,753.3921375019037,37.599
Mali,2016,0,0,0,6,18700106.0,750.051809102296,40.783
Mali,2020,0,0,0,4,21224040.0,822.9061368321301,43.909
Malta,2000,0,0,0,7,390087.0,10432.328062167979,92.368
Malta,2004,0,0,0,7,401268.0,15197.056610121017,93.407
Malta,2008,0,0,0,6,409379.0,22205.356770930357,93.929
Malta,2012,0,0,0,5,420028.0,22526.537020863205,94.211
Malta,2016,0,0,0,7,455356.0,25623.941632059752,94.48
Malta,2020,0,0,0,6,515332.0,29597.6361628521,94.744
Marshall Islands,2008,0,0,0,5,53816.0,2712.373643526089,72.613
Marshall Islands,2012,0,0,0,4,52203.0,3445.3154033293104,74.498
Marshall Islands,2016,0,0,0,5,48329.0,4153.117176022678,76.228
Marshall Islands,2020,0,0,0,2,43413.0,5545.600267412526,77.794
Mauritania,2000,0,0,0,2,2695003.0,660.3038610606927,38.091
Mauritania,2004,0,0,0,2,2946575.0,801.7786831295622,41.229
Mauritania,2008,0,0,0,2,3233336.0,1610.2369793316036,44.788
Mauritania,2012,0,0,0,2,3636113.0,1850.384967744795,48.4
Mauritania,2016,0,0,0,2,4051890.0,1579.2007167351162,51.962
Mauritania,2020,0,0,0,2,4498604.0,1836.292410985917,55.327
Mauritius,2000,0,0,0,20,1186873.0,3929.0817816602957,42.67
Mauritius,2004,0,0,0,9,1221003.0,5388.062452689715,42.223
Mauritius,2008,1,0,0,11,1244121.0,8030.052280875389,41.777
Mauritius,2012,0,0,0,11,1255882.0,9291.236276010564,41.332
Mauritius,2016,0,0,0,11,1263747.0,9965.725310852253,40.91
Mauritius,2020,0,0,0,8,1266014.0,9011.042884450251,40.76
Mexico,2000,6,0,0,78,97873442.0,7581.845641470032,74.722
Mexico,2004,4,0,0,109,103945813.0,7883.523190828494,75.997
Mexico,2008,3,0,0,83,109684489.0,10589.951874551743,77.222
Mexico,2012,7,0,0,99,115755909.0,10842.733088829616,78.405
Mexico,2016,5,0,0,123,121519221.0,9152.737223349384,79.577
Mexico,2020,4,0,0,161,125998302.0,8894.89065003646,80.731
Micronesia,2000,0,0,0,5,111709.0,2088.2095444413612,22.33
Micronesia,2004,0,0,0,5,111438.0,2155.781690267234,22.33
Micronesia,2008,0,0,0,5,108704.0,2420.749006476303,22.311
Micronesia,2012,0,0,0,6,108232.0,3023.5854460787937,22.324
Micronesia,2016,0,0,0,5,109925.0,3022.653627473277,22.526
Micronesia,2020,0,0,0,3,112106.0,3639.412698695877,22.933
Moldova,2000,2,0,1,34,2924668.0,440.53868398037315,44.589
Moldova,2004,0,0,1,33,2896023.0,897.1784947494684,42.99
Moldova,2008,1,0,1,29,2868833.0,2110.553053538568,42.682
Moldova,2012,2,0,1,20,2860324.0,3044.8084324814986,42.558
Moldova,2016,0,0,1,23,2803186.0,2847.6350688224506,42.511
Moldova,2020,1,0,1,20,2635130.0,4376.24249318341,42.849
Monaco,2000,0,0,0,4,32465.0,81763.82766884122,100.0
Monaco,2004,0,0,0,3,32236.0,125435.89430531175,100.0
Monaco,2008,0,0,0,5,31862.0,204097.11395802777,100.0
Monaco,2012,0,0,0,6,34700.0,165497.0978100438,100.0
Monaco,2016,0,0,0,3,37071.0,174412.49453612714,100.0
Monaco,2020,0,0,0,6,36922.0,182537.3873701089,100.0
Mongolia,2000,0,0,0,20,2450979.0,463.8538819031007,57.133
Mongolia,2004,1,0,0,20,2537949.0,784.9120719510045,61.443
Mongolia,2008,4,0,0,28,2633887.0,2134.9498319566783,65.581
Mongolia,2012,5,0,0,29,2792349.0,4402.3045226671165,68.03
Mongolia,2016,2,0,0,43,3029555.0,3690.756777598459,68.297
Mongolia,2020,4,0,0,43,3294335.0,4041.1741456436885,68.657
Montenegro,2008,0,0,0,19,616969.0,7367.751909108821,63.475
Montenegro,2012,1,0,0,33,620601.0,6586.399702566834,64.804
Montenegro,2016,0,0,0,35,622303.0,7033.439623983734,66.141
Montenegro,2020,0,0,0,35,621306.0,7677.371321068169,67.488
Morocco,2000,5,0,0,55,28554415.0,1506.5080269318946,53.335
Morocco,2004,3,0,0,55,30033125.0,2201.374164393705,54.644
Morocco,2008,2,0,0,47,31634992.0,3218.679712296529,56.886
Morocco,2012,1,0,0,63,33352169.0,3206.3099797536106,59.142
Morocco,2016,1,0,0,48,35107264.0,3178.058734651524,61.36
Morocco,2020,1,0,0,45,36688772.0,3307.6507727526014,63.532
Mozambique,2000,1,0,0,4,17768505.0,333.77513834821497,29.098
Mozambique,2004,0,0,0,4,19694411.0,403.0207131026995,29.818
Mozambique,2008,0,0,0,4,21845571.0,591.4398376061857,30.832
Mozambique,2012,0,0,0,6,24487611.0,681.4921285736897,32.846
Mozambique,2016,0,0,0,6,27696493.0,435.7609910096235,34.926
Mozambique,2020,0,0,0,10,31178239.0,456.58192899510453,37.074
Myanmar,2000,0,0,0,7,45538332.0,195.55099566638563,27.025
Myanmar,2004,0,0,0,2,47338446.0,223.22984697057652,27.76
Myanmar,2008,0,0,0,6,48729486.0,653.8660001859614,28.507
Myanmar,2012,0,0,0,6,50218185.0,1193.5476489600112,29.266
Myanmar,2016,0,0,0,7,51892349.0,1218.2170340784207,30.082
Myanmar,2020,0,0,0,2,53423198.0,1479.6136892536254,31.141
Namibia,2000,0,0,0,11,1819141.0,2156.0902452485816,32.373
Namibia,2004,0,0,0,8,1939406.0,3407.8506484841546,35.666
Namibia,2008,0,0,0,10,2038552.0,4222.326189125767,39.597
Namibia,2012,0,0,0,9,2167470.0,6017.1783654148385,43.693
Namibia,2016,0,0,0,10,2323352.0,4614.892074938967,47.961
Namibia,2020,1,0,0,11,2489098.0,4252.041720143522,52.033
Nauru,2000,0,0,0,2,10377.0,,100.0
Nauru,2004,0,0,0,3,10335.0,,100.0
Nauru,2008,0,0,0,1,10243.0,,100.0
Nauru,2012,0,0,0,2,10444.0,9675.95968504213,100.0
Nauru,2016,0,0,0,2,11437.0,8528.630150870446,100.0
Nauru,2020,0,0,0,2,12315.0,10124.700622094519,100.0
Nepal,2000,0,0,0,5,24559500.0,223.7118918506085,13.397
Nepal,2004,0,0,0,6,26003965.0,279.72420031790847,14.841
Nepal,2008,0,0,0,8,26881544.0,466.69337912271334,16.105
Nepal,2012,0,0,0,5,27330694.0,794.0925593576109,17.458
Nepal,2016,0,0,0,7,27861186.0,880.2248936398221,18.942
Nepal,2020,0,0,0,5,29348627.0,1139.1898920394094,20.576
Netherlands,2000,25,0,0,231,15925513.0,26214.498549887026,76.795
Netherlands,2004,22,0,0,210,16281779.0,40436.618231040666,81.514
Netherlands,2008,16,0,0,237,16445593.0,57879.943755391614,85.402
Netherlands,2012,20,0,0,173,16754962.0,50070.14160459039,88.588
Netherlands,2016,19,0,0,237,17030314.0,46039.10592840977,90.635
Netherlands,2020,35,0,0,276,17441500.0,52162.57011504062,92.236
Netherlands Antilles,2000,0,0,0,7,,,
Netherlands Antilles,2004,0,0,0,3,,,
Netherlands Antilles,2008,0,0,0,3,,,
New Zealand,2000,4,0,0,147,3857700.0,13641.102718382223,86.021
New Zealand,2004,5,0,0,148,4087500.0,25420.234882944096,86.281
New Zealand,2008,9,0,0,178,4259800.0,31252.962564067326,86.28
New Zealand,2012,13,0,0,178,4408100.0,39973.38075872235,86.161
New Zealand,2016,18,0,0,195,4714100.0,40058.19616214654,86.4
New Zealand,2020,20,0,0,220,5090200.0,41760.59478400044,86.699
Nicaragua,2000,0,0,0,6,5123222.0,996.8978519947409,55.185
Nicaragua,2004,0,0,0,5,5386223.0,1075.998562377629,55.782
Nicaragua,2008,0,0,0,6,5687744.0,1493.90485273615,56.525
Nicaragua,2012,0,0,0,6,6030607.0,1746.4212543525716,57.309
Nicaragua,2016,0,0,0,5,6389235.0,2079.451027358612,58.09
Nicaragua,2020,0,0,0,8,6755895.0,1876.6073782367694,59.012
Niger,2000,0,0,0,4,11622665.0,192.877725789359,16.186
Niger,2004,0,0,0,4,13366885.0,281.3253602120442,16.247
Niger,2008,0,0,0,4,15455175.0,472.1784273555854,16.229
